51302691948,aee,193,221
51302749649,cda,199,209
51302753979,bba,24,200
51302769155,aaa,13,270
51302779082,cgc,132,145
51302781007,bdb,289,24
51302786264,efa,80,111
51302795070,dca,59,243
51302834264,gaf,40,285
51302849866,gcd,243,47
51302881042,ged,83,9
51302919716,eag,288,281
51303012384,cgb,244,263
51303023185,cde,299,161
51303063122,ccb,179,62
51303077960,fgb,191,74
51303086498,bfe,105,51
51303107547,fea,108,164
51303119100,aaa,209,297
51303180638,abd,187,53
51303187263,ccb,130,64
51303225168,ebg,84,159
51303258493,geb,10,93
51303293207,gce,113,298
51303300400,cgb,187,299
51303356409,cfc,157,108
51303363351,dfe,249,254
51303381353,gcg,234,137
51303434432,dbf,112,251
51303458244,acf,118,73
51303469610,adf,104,72
51303473578,cbg,94,244
51303491109,gcb,265,112
51303548145,gbg,108,218
51303565161,cfb,110,139
51303594311,cbb,92,60
51303600208,gae,139,238
51303641231,gab,85,109
51303651235,gff,157,149
51303695389,aea,38,34
51303697188,cbe,240,148
51303707602,fcc,121,12
51303717289,dfb,138,200
51303766030,eba,167,264
51303778024,bfd,179,118
51303792450,egc,111,303
51303798102,dga,119,161
51303798967,cgb,167,272
51303858169,aaa,58,273
51303860014,age,33,275
51303878452,fcd,77,199
51303879128,ddd,104,11
51303887004,deb,219,123
51303892246,fde,68,139
51303902710,gad,286,129
51303914165,acb,134,118
51303961037,cfb,168,152
51304061973,fbg,107,106
51304070770,fcd,28,204
51304082116,ebd,129,8
51304130157,fag,129,271
51304189079,caa,42,128
51304221889,dba,243,149
51304254544,cee,216,216
51304308166,ecf,226,58
51304313052,eee,108,12
51304313100,fdb,122,5
51304352015,fde,125,122
51304354422,beg,116,188
51304359183,eef,273,320
51304385934,cbb,246,55
51304419079,fce,149,291
51304420126,dae,231,251
51304461607,ccb,5,76
51304470336,aed,60,131
51304502996,ebb,121,235
51304516118,dff,40,275
51304532476,afa,51,297
51304555000,daa,294,26
51304579606,aff,223,279
51304584779,fdg,11,65
51304590144,dff,247,305
51304595613,feg,93,270
51304610181,cgf,47,265
51304640859,dab,89,153
51304649308,edb,227,51
51304652904,abf,105,84
51304656212,fef,182,69
51304665334,ggf,102,274
51304677436,def,61,260
51304686607,ebb,134,206
51304695065,bbd,92,251
51304706924,adc,283,270
51304707279,fdc,276,216
51304715383,gdc,3,77
51304763529,afb,79,7
51304780398,bbc,273,171
51304781134,fbg,171,121
51304809918,ffa,195,288
51304833849,cag,185,139
51304836393,bfd,286,113
51304839328,ffe,17,187
51304848952,efb,273,128
51304855260,faf,244,195
51304858127,bfb,21,130
51304872740,aef,224,148
51304894765,bfc,10,233
51304904870,ece,214,129
51304919808,agd,1,177
51304971624,fdc,105,218
51304979706,acg,80,23
51304992570,bbg,36,17
51305047815,dbd,69,283
51305056238,dcg,20,55
51305094631,egf,7,19
51305099130,gef,173,192
51305119999,gcb,240,107
51305127689,bca,258,278
51305155031,dec,297,99
51305165147,edf,171,285
51305187067,dbg,11,14
51305215547,agb,113,178
51305219554,cba,70,127
51305227351,cdf,298,20
51305253660,fec,70,231
51305282011,dgg,19,251
51305323503,ega,234,260
51305325832,eeb,294,134
51305332772,ddb,282,150
51305334718,dce,142,98
51305351544,aec,30,11
51305364335,faa,10,246
51305366279,gbe,297,293
51305370497,ccg,266,144
51305391377,gff,24,129
51305396918,ebe,201,127
51305406683,dfg,181,83
51305422414,gbe,15,260
51305426436,ecb,98,8
51305431713,gfb,65,129
51305443552,efa,249,101
51305486651,abc,241,37
51305496404,agg,240,213
51305499527,cad,279,135
51305510823,gbc,246,17
51305518788,dag,272,219
51305556621,ece,188,107
51305588700,gea,261,138
51305639597,cfg,297,10
51305669094,eff,207,183
51305687389,dca,7,204
51305740293,dad,32,217
51305745728,fbc,167,21
51305754449,dcd,20,202
51305765551,aeg,299,78
51305780163,bac,180,224
51305789432,fef,51,69
51305792918,gee,3,44
51305806876,ffb,30,105
51305832789,ead,55,95
51305845224,gbb,283,228
51305863910,bdb,41,23
51305889137,bdg,66,258
51305890117,dda,218,228
51305896107,ffb,6,91
51305912722,cef,144,210
51305953563,cfa,177,250
51305991057,ecg,56,247
51306009591,fgf,125,204
51306083984,bad,105,111
51306091948,dfa,191,113
51306094549,cff,198,138
51306140481,dcc,248,62
51306145806,acd,97,15
51306169114,dbb,49,228
51306191743,caa,207,108
51306198182,gfc,163,89
51306199721,fcd,9,189
51306214782,agc,211,259
51306233377,fbb,97,65
51306243048,abb,84,72
51306246687,ded,264,118
51306272038,gbe,292,231
51306284014,gcc,210,88
51306308638,ffd,33,96
51306311988,bcf,183,49
51306314265,bce,81,254
51306367415,bdc,106,269
51306373519,ggc,211,145
51306392964,dgf,217,238
51306393719,eec,127,72
51306404805,cae,186,75
51306407590,fbb,224,64
51306411820,ccd,299,219
51306433246,fff,66,151
51306446228,dgf,83,214
51306471396,fdf,179,292
51306474869,cff,26,142
51306482413,aad,145,226
51306502510,fcb,259,184
51306518785,dbg,84,14
51306521867,gge,144,116
51306527497,bgb,57,83
51306535239,bcb,94,104
51306574672,ecb,39,9
51306580847,dag,145,234
51306592737,egc,44,336
51306596048,bfb,40,119
51306602748,bdg,221,216
51306610464,ebf,214,183
51306612972,faf,75,214
51306660533,aee,29,201
51306666881,fac,100,174
51306683899,geg,263,177
51306700589,eae,236,117
51306710226,fbd,225,273
51306712241,dac,110,115
51306717617,cfd,263,249
51306748200,fdg,215,69
51306762165,daf,292,17
51306767902,baf,126,286
51306774391,bgc,289,53
51306782943,fca,109,173
51306797845,bca,269,244
51306807722,dfc,54,81
51306814126,ede,35,159
51306815351,dge,168,44
51306840297,dfe,87,231
51306855765,add,130,266
51306900892,fga,111,152
51306926096,gcf,211,298
51306927081,cdb,226,84
51306975729,bef,81,184
51306994326,gad,138,116
51306999991,abc,88,34
51307036998,dec,9,83
51307040965,aed,96,151
51307052061,cdb,293,72
51307071729,gfe,106,209
51307090185,cdg,290,180
51307098462,agd,168,187
51307101371,gge,239,122
51307119600,gaa,99,155
51307131514,dfd,202,122
51307145059,dbf,114,203
51307147227,ded,16,139
51307168035,abf,157,89
51307179105,gfa,212,15
51307185047,ffc,156,109
51307222866,feg,126,307
51307239010,gec,50,10
51307240231,ecf,166,56
51307242959,fgc,226,58
51307251573,fge,151,203
51307259509,ade,129,24
51307260198,bad,7,119
51307262988,gec,37,8
51307267073,cbf,124,200
51307332083,gdf,118,74
51307350317,gfc,150,98
51307352127,ace,100,102
51307368392,ddg,286,146
51307386772,ede,124,171
51307403093,gca,35,186
51307426237,aag,40,293
51307426733,fed,76,193
51307428230,fcf,26,156
51307436779,dea,83,279
51307437504,dgc,240,92
51307439624,efe,250,296
51307457270,ced,103,244
51307465697,dee,15,208
51307488818,cbc,73,286
51307498630,gbf,196,302
51307500510,agc,24,238
51307520987,fdc,12,248
51307553273,ead,154,101
51307559508,acc,120,248
51307585913,cce,2,269
51307611694,cga,98,23
51307622146,egd,250,54
51307643058,ddf,11,202
51307652431,gba,93,77
51307675306,fcg,155,32
51307687024,ccg,100,119
51307699408,fbf,171,218
51307706966,fdf,299,286
51307708134,cda,205,234
51307714858,bbb,270,173
51307716056,fdd,7,7
51307726774,eag,203,295
51307744214,add,186,273
51307748544,ecc,70,197
51307752320,fda,268,158
51307805254,ddc,66,277
51307813609,gfg,68,225
51307815305,bbf,122,182
51307832891,feg,9,297
51307862969,bae,233,212
51307874164,ecc,282,220
51307874338,ecf,245,52
51307891386,eeg,97,199
51307909324,gaf,48,316
51307929568,gag,53,298
51307937476,gfa,269,14
51307938852,fce,87,235
51307955753,daf,231,14
51307955897,bed,176,159
51307970850,cec,10,247
51307972896,dfa,287,127
51307974773,bcc,213,75
51308017127,gbd,42,34
51308050779,bfa,52,274
51308063834,agd,128,207
51308070263,dfd,297,130
51308074853,ggc,54,116
51308086920,cdd,193,45
51308113984,eaa,296,273
51308125310,dgb,51,41
51308140432,dbb,128,243
51308148077,gde,194,221
51308161696,gdb,244,247
51308172736,ggg,220,35
51308184007,aef,224,131
51308184535,eac,195,10
51308196555,cdc,238,59
51308256212,eda,103,199
51308256849,edd,124,290
51308260797,aae,104,293
51308299857,eda,7,206
51308312066,dcf,294,264
51308317385,bfd,245,94
51308322435,acf,94,84
51308328433,adg,94,90
51308329853,egg,287,213
51308331022,dgd,194,252
51308344268,bge,232,251
51308350298,aab,233,72
51308350444,bgg,73,129
51308363795,bdd,87,95
51308366938,dca,187,210
51308369834,ege,259,185
51308375760,fee,16,271
51308393826,gce,175,253
51308396351,egb,149,183
51308405531,ceg,241,103
51308428603,gga,127,288
51308436446,abd,10,44
51308485459,aga,148,46
51308518942,ggd,282,297
51308522887,cde,234,175
51308523486,eca,145,230
51308523854,ebc,187,285
51308533697,bff,216,31
51308540888,egb,238,150
51308543414,cea,16,68
51308545396,bcd,105,53
51308560764,bdf,70,39
51308572441,cbd,72,235
51308582796,dab,88,180
51308609669,adb,60,13
51308639510,fag,19,314
51308667134,bcb,152,113
51308669059,baa,41,309
51308673810,ggc,126,100
51308701230,baa,176,287
51308703869,dde,238,258
51308711588,eff,174,192
51308718995,dcg,293,45
51308740535,abg,122,228
51308774755,afd,252,172
51308775129,bee,223,294
51308781328,gfd,168,82
51308784930,fad,99,260
51308789704,aca,235,45
51308857869,afg,263,280
51308862955,def,22,210
51308872578,agc,268,271
51308873696,bag,80,88
51308895391,bdg,204,248
51308902237,eea,233,70
51308927423,aac,197,126
51308929570,cgc,153,166
51308962818,deg,82,250
51308980134,bgf,258,254
51308981380,gcc,191,95
51308994674,gda,97,178
51309007527,ggd,51,264
51309012755,bfd,299,85
51309037840,bga,259,69
51309039846,afc,293,42
51309045343,ccf,200,190
51309045499,fgb,243,74
51309070919,dbd,273,302
51309077902,bdb,177,22
51309105295,caf,66,139
51309107252,ffg,67,280
51309110302,daf,137,12
51309159895,efc,70,110
51309164002,ddf,265,236
51309175819,fba,50,91
51309186257,fcf,69,137
51309199447,ffg,279,316
51309209744,cfe,143,129
51309211934,bab,262,58
51309212762,dbe,296,95
51309215153,gcf,80,280
51309217099,dea,35,292
51309221666,cfc,145,116
51309227046,gbg,55,200
51309231081,dfd,77,139
51309240417,dbb,286,213
51309249993,cec,127,214
51309254708,ada,33,104
51309257656,eac,87,8
51309267763,dgc,248,94
51309270758,caa,201,123
51309286592,cad,284,116
51309293890,cef,271,224
51309295208,aeb,94,89
51309306114,dce,244,107
51309332818,bef,96,198
51309338486,feb,111,236
51309345741,ecg,97,261
51309353780,eeg,160,171
51309354769,ceb,58,183
51309370787,fgg,124,243
51309372554,dga,212,177
51309380989,bfb,234,124
51309396903,gcb,154,114
51309408845,adf,225,69
51309440576,bec,135,49
51309442538,ddc,276,252
51309444279,aef,61,104
51309447343,cgc,10,134
51309467079,aba,255,172
51309471236,bcb,124,92
51309483163,dcb,128,218
51309493099,dbc,64,44
51309501286,fae,284,249
51309526590,cgd,103,268
51309538012,bad,205,132
51309555468,efc,279,93
51309557055,beb,265,107
51309558998,dfe,153,267
51309561828,gdg,181,136
51309564481,afe,69,245
51309567486,ecd,11,71
51309570865,beg,210,204
51309574141,edg,49,150
51309574576,agf,83,138
51309581469,eed,172,60
51309602937,fac,299,170
51309641690,bgd,71,50
51309651297,ege,287,155
51309658135,egc,47,356
51309670230,fdd,296,8
51309678867,dfa,282,129
51309678964,gge,73,143
51309693937,bgg,285,108
51309722170,edc,123,118
51309753402,bcg,73,139
51309774830,bba,165,204
51309793787,gbf,208,359
51309799074,bea,202,186
51309805505,bbe,64,219
51309823445,efg,29,145
51309828578,bgb,84,78
51309838043,cfg,37,11
51309838901,cge,218,64
51309853242,bee,186,264
51309855305,dbd,129,305
51309861935,bda,205,52
51309871161,agc,266,303
51309876442,fda,70,188
51309878109,fbe,150,108
51309879710,fgd,91,299
51309880208,fbd,211,316
51309881021,eaf,162,169
51309883601,fbf,229,255
51309894874,feg,35,311
51309897433,cab,252,257
51309912667,cca,213,127
51309921906,bfg,223,209
51309932397,ggb,180,74
51309974387,afb,162,5
51309995680,gac,216,247
51309999344,cgg,274,221
51310046036,ged,3,8
51310121057,dcf,23,213
51310131468,ebg,82,178
51310136314,fbb,223,71
51310228998,aae,28,266
51310300153,ffa,53,313
51310323245,dga,214,184
51310331755,cgc,139,138
51310337233,bbg,127,19
51310356648,bfc,253,205
51310401399,caa,236,141
51310423501,dfa,249,114
51310452785,efg,14,127
51310494654,adc,283,288
51310499229,dab,153,201
51310519054,ggb,266,76
51310529404,cac,264,215
51310533818,aaf,63,64
51310538056,bbe,169,186
51310555825,agf,121,114
51310577953,age,98,313
51310580605,eeb,50,132
51310607792,eba,88,240
51310615822,afc,162,45
51310655010,ege,148,136
51310664867,bde,113,55
51310665036,cef,247,241
51310685285,gae,181,259
51310696776,ace,287,96
51310731833,ggf,26,323
51310845776,dca,103,176
51310884392,eea,141,67
51310916428,cgb,55,247
51310951529,gdd,184,151
51310972467,ede,136,141
51310977066,ffd,74,106
51310977754,efd,265,58
51310978231,ebf,122,214
51310984504,cbd,79,227
51311013598,ada,226,107
51311031729,fea,191,137
51311039316,fbe,44,86
51311052773,gab,249,107
51311053788,fab,20,12
51311058981,abe,261,158
51311073109,eff,99,205
51311112639,bbd,129,278
51311123926,gba,275,71
51311137616,aad,143,189
51311143697,cbg,225,244
51311157663,gdb,256,269
51311179823,gfc,280,78
51311207485,dbg,103,16
51311214590,fac,207,166
51311216890,bbd,167,314
51311231901,dcg,161,46
51311245696,efa,143,119
51311247854,gee,15,35
51311254408,fbb,30,64
51311276712,ccc,197,313
51311288815,fee,279,317
51311339326,cgg,36,216
51311359893,gcg,252,158
51311380822,cag,4,116
51311401554,dfg,278,75
51311408336,eab,257,124
51311414187,ece,71,109
51311423269,ebg,275,145
51311456654,cef,272,195
51311458403,cee,43,198
51311459486,acd,33,15
51311475223,ebf,2,190
51311501957,bfe,187,54
51311502506,bea,215,154
51311526742,dcc,190,50
51311531063,eee,7,12
51311539673,edg,233,136
51311557026,geb,73,85
51311588544,bdc,276,242
51311620750,eae,217,102
51311655033,cgd,88,294
51311662739,fbf,185,300
51311663561,gdd,177,147
51311665685,gcd,127,47
51311675605,edd,44,237
51311720788,bgf,22,287
51311727000,aad,159,196
51311747256,efe,8,236
51311766544,fgf,172,216
51311768080,gga,163,336
51311772534,ddd,1,9
51311786102,dff,222,362
51311791036,dbb,191,195
51311792550,dfb,233,231
51311798750,agb,198,185
51311816115,cag,266,129
51311816176,ecc,86,259
51311817550,fbf,55,309
51311826750,eda,102,230
51311834392,ddc,282,224
51311858780,cad,28,98
51311859301,ecb,10,9
51311878915,dgf,261,241
51311881160,acd,262,15
51311902233,egd,22,57
51311907034,bfa,41,249
51311909988,dgd,228,274
51311942579,ggd,129,264
51311950893,ebf,239,157
51311974562,dbf,53,227
51311975996,dcb,270,200
51312023752,ggb,61,88
51312033492,gec,255,7
51312048489,gdg,9,160
51312050322,fcc,218,11
51312068864,ebb,22,206
51312118850,dae,41,258
51312160735,dcf,66,238
51312163368,ebd,170,7
51312169753,cca,129,132
51312174087,dgc,146,79
51312221120,aag,92,246
51312222436,deb,127,129
51312235761,fed,179,214
51312245284,fef,74,64
51312257082,aca,170,48
51312286022,ddb,262,169
51312292605,bbc,3,164
51312301579,cba,119,113
51312306838,gef,188,197
51312311069,egg,122,219
51312320147,ggb,180,95
51312324496,faa,130,248
51312340186,acf,281,68
51312348094,eea,96,60
51312363357,fdg,88,70
51312409363,abf,100,94
51312424994,cda,154,236
51312443337,ddf,201,273
51312540878,bag,290,93
51312548863,efg,238,105
51312597706,cca,69,121
51312601834,ecd,170,78
51312604041,agg,121,178
51312606696,gdf,116,68
51312614205,geg,139,198
51312615141,aea,234,31
51312651914,afa,244,294
51312667180,ace,147,90
51312671905,acb,20,94
51312672797,egf,199,20
51312677049,gec,102,7
51312697746,aec,119,10
51312745665,cdc,146,56
51312820042,aae,190,313
51312838794,deb,196,126
51312843428,gbe,223,237
51312864153,baa,231,287
51312864993,ggg,176,30
51312869853,fdb,226,5
51312898912,ace,152,99
51312908904,abd,31,49
51312909021,ebe,87,130
51312923328,gdf,147,80
51312965361,cbb,127,56
51312978679,bca,157,253
51312988244,cbe,118,136
51313012090,ebc,142,293
51313014180,daa,261,30
51313019392,fgc,157,59
51313039138,aae,297,269
51313039712,ccg,66,126
51313050017,aaa,275,303
51313081780,bgf,136,292
51313097209,gbc,63,20
51313121890,abc,245,33
51313189724,gbf,152,344
51313217398,fdd,40,7
51313239091,abg,64,234
51313254405,bef,293,174
51313274973,bcd,280,61
51313278730,gda,32,204
51313280365,gfb,234,134
51313287182,aga,230,47
51313290024,ffe,131,211
51313298426,cfb,120,159
51313333715,ced,168,246
51313354140,ffb,222,84
51313367035,ecb,108,10
51313392397,abb,117,78
51313405911,dfd,214,145
51313406893,egg,127,232
51313413770,fbc,210,22
51313433095,cde,200,204
51313440757,fba,53,105
51313453802,cgf,275,310
51313457216,bac,81,197
51313464780,bae,42,175
51313483112,efb,52,108
51313504084,ggf,54,290
51313510897,fbg,256,141
51313514338,cgd,73,279
51313524629,ccc,261,278
51313539550,eed,199,65
51313571802,ccb,108,63
51313579484,cba,280,133
51313589210,cdf,164,21
51313598743,eda,270,246
51313622191,cae,274,75
51313624533,fde,66,98
51313635598,edb,37,59
51313672046,dgd,267,227
51313684329,fac,11,149
51313700045,gfg,112,195
51313704975,fcg,117,32
51313720327,dda,15,264
51313750077,dba,46,157
51313758817,dfc,255,81
51313778168,def,276,180
51313778751,gad,147,120
51313781722,gdc,251,84
51313788722,adc,63,230
51313812186,ffb,168,87
51313864419,fdc,40,252
51313865186,dec,30,73
51313870594,fce,79,232
51313873924,egb,205,122
51313874881,bdb,158,23
51313899303,gce,108,204
51313925707,fec,44,270
51313925984,gbg,264,206
51313929153,edf,53,259
51313948469,cda,120,202
51313950145,add,93,221
51313952370,eeb,244,122
51313956832,gcg,16,139
51313967999,agb,127,159
51314065834,gbb,136,248
51314066732,ded,132,126
51314083057,cfb,12,151
51314092649,dde,123,299
51314102134,abg,87,222
51314104673,eef,280,374
51314174869,fbc,155,23
51314218636,abf,183,101
51314242933,abe,172,140
51314248904,ada,291,100
51314266238,aca,143,42
51314273566,fgd,223,346
51314284306,dbg,274,13
51314301074,dbc,116,36
51314315334,acg,177,19
51314316120,dad,41,190
51314349355,edb,165,54
51314381334,edg,165,156
51314392767,def,209,172
51314399359,fae,253,281
51314411097,gfb,282,128
51314458079,ggd,286,282
51314458403,gea,140,161
51314484231,cfa,173,290
51314487936,aff,119,279
51314503855,egc,221,409
51314522773,bgd,180,45
51314525709,faf,187,192
51314527858,eff,287,164
51314527871,bcc,253,61
51314539049,bda,223,59
51314543753,bdg,200,250
51314595759,fge,256,190
51314605912,ecg,209,250
51314609311,gfd,247,67
51314616188,dcd,147,226
51314619330,acc,242,200
51314636875,ega,28,239
51314659976,abb,227,67
51314661625,cfd,160,261
51314665510,fdf,7,231
51314714183,daf,191,12
51314718503,bgg,288,125
51314727973,cfb,217,176
51314743345,cac,103,221
51314756272,gbf,9,302
51314758642,cgf,270,359
51314777576,faa,289,257
51314792960,adf,270,57
51314828617,eea,6,69
51314858052,fdc,164,236
51314889377,dag,185,278
51314902343,ege,260,136
51314904975,efe,20,233
51314911348,dgg,128,218
51314928054,gdb,293,266
51314935933,gdc,89,78
51314936913,fac,229,138
51314939785,dbc,131,37
51314944994,adc,40,223
51314957574,dfb,104,270
51315034159,bec,174,56
51315038482,cdb,121,72
51315066356,gff,18,103
51315073816,fff,28,160
51315128720,geb,61,82
51315154634,efa,254,129
51315165714,gde,84,176
51315169639,eca,214,241
51315196448,dcf,231,240
51315222735,bed,213,136
51315223958,fca,9,166
51315247920,fcb,285,160
51315249549,bbb,147,181
51315254531,eec,173,83
51315269890,dga,190,211
51315285913,gcf,125,313
51315292669,bcf,286,45
51315321017,dac,41,110
51315347854,bce,239,215
51315349863,fbg,68,115
51315354596,agd,105,165
51315360317,fcc,226,9
51315363841,bbg,85,21
51315366493,bdg,189,262
51315372789,bcd,13,54
51315378712,eag,73,241
51315381819,aaf,169,76
51315387791,fff,54,132
51315413221,gee,161,32
51315416883,cga,69,19
51315418870,dgg,225,176
51315443799,ead,166,101
51315449430,gea,76,133
51315464442,fgb,27,76
51315464571,fba,99,115
51315475935,cdf,59,23
51315479316,baf,135,323
51315487504,dgb,70,37
51315540835,bdb,206,25
51315544565,cfg,254,12
51315555924,fag,31,279
51315565117,fcd,236,200
51315566517,dcg,2,38
51315571623,cbc,298,271
51315573186,bga,181,78
51315581266,efa,209,140
51315583428,aeg,39,63
51315583816,ecc,40,282
51315590947,bgc,147,60
51315602244,bfb,147,116
51315614573,cec,88,226
51315629153,dgc,120,82
51315632794,aga,247,54
51315634042,bcc,218,71
51315657538,ccd,81,183
51315661153,fba,222,102
51315700600,eab,106,136
51315715606,ccf,120,152
51315738954,afe,231,196
51315749109,fgc,23,65
51315763523,cdg,95,185
51315774658,ceg,143,88
51315788559,ebd,197,7
51315789619,ffe,295,225
51315793427,edc,209,130
51315799327,ffc,257,87
51315808422,bge,267,271
51315813423,bbb,212,200
51315825089,afa,117,279
51315834493,aed,256,125
51315838143,ceg,282,70
51315841280,bda,171,47
51315841904,fga,279,180
51315853776,gfa,17,12
51315853986,fdd,35,7
51315862910,gbd,176,35
51315864867,gaa,109,147
51315867521,cef,55,200
51315882507,fgg,151,274
51315888238,ade,125,26
51315897267,cba,259,152
51315903182,aee,56,198
51315909143,ffg,244,350
51315919006,eff,256,149
51315923480,dcb,269,196
51315937050,cgb,105,232
51315951605,gbd,13,38
51315962854,dea,12,242
51315969580,bab,104,48
51315972380,bdd,134,89
51315976396,eeg,71,153
51315983456,cbe,28,123
51315989260,bac,3,157
51315992381,cff,105,126
51316029356,cce,229,236
51316058423,ddg,182,163
51316067907,eec,291,68
51316077360,ggc,202,91
51316094081,efc,115,110
51316116530,edf,16,269
51316137355,fda,4,204
51316149536,bed,88,115
51316157726,cff,265,119
51316159868,gag,44,345
51316168180,fbe,226,85
51316180647,fgb,244,82
51316180966,gce,21,220
51316228956,adb,209,13
51316234869,aef,206,100
51316238098,gfc,94,67
51316249963,agd,62,146
51316259148,dfc,96,72
51316279515,bgb,257,78
51316281431,afg,33,274
51316407235,ade,124,27
51316412712,dee,287,180
51316415966,feb,241,231
51316418703,eaa,194,322
51316426241,cge,263,51
51316430369,adb,276,11
51316454565,gfe,275,177
51316517769,ccb,266,50
51316522758,ade,43,27
51316535150,gab,70,117
51316550075,cea,69,59
51316551825,dge,291,48
51316567834,gca,214,178
51316567890,cac,280,179
51316599409,gcc,287,102
51316605368,dfg,176,60
51316652601,daf,221,14
51316654145,adg,3,100
51316658958,ece,155,88
51316683535,bdb,23,28
51316693607,gff,115,95
51316695551,gae,123,243
51316718991,cdg,82,177
51316721290,afc,173,45
51316742539,dea,64,261
51316748026,eag,107,212
51316748274,acb,268,110
51316760227,ffg,8,395
51316769546,cdg,178,173
51316790151,cdc,211,62
51316809062,bff,241,27
51316842106,bdd,98,78
51316842715,dcb,249,158
51316844658,fab,243,10
51316844995,cdd,180,43
51316847946,aeb,226,97
51316867923,cca,57,101
51316877810,gbe,286,199
51316915725,bgg,89,128
51316943890,gge,2,163
51316944461,fad,41,293
51316944615,bca,68,258
51316957967,aac,278,132
51316991036,bce,7,191
51317013670,gac,248,197
51317021340,gaf,193,357
51317072312,aac,55,147
51317098179,ebg,17,152
51317102627,ddf,15,232
51317110356,cbf,281,178
51317143714,fcg,169,28
51317151139,bee,167,279
51317188096,dga,27,177
51317195036,ecf,134,49
51317204477,gce,40,184
51317216221,dcd,169,262
51317224378,aee,76,223
51317249451,caf,297,140
51317267681,ebd,25,8
51317282144,fbg,108,93
51317290078,eab,165,130
51317324458,bba,249,234
51317326078,dbf,209,254
51317356547,ebf,95,161
51317368808,dee,134,198
51317383431,cdf,207,24
51317393884,bef,50,187
51317419105,ced,134,209
51317458537,ffa,122,334
51317459071,aae,182,287
51317504197,eac,66,6
51317510532,ddd,55,7
51317517980,bad,91,151
51317531219,cbd,105,258
51317549133,gcb,178,98
51317549430,ceb,281,177
51317568848,bdf,125,37
51317571243,eca,68,236
51317575678,efe,98,207
51317582046,cad,95,91
51317607990,fcd,33,220
51317608971,cac,267,148
51317616838,bcg,8,136
51317642696,gdc,140,71
51317656391,fbc,92,22
51317662394,eae,298,90
51317665485,bab,222,52
51317673607,cgf,107,344
51317676428,aab,178,65
51317682519,efd,142,47
51317696987,bec,117,55
51317720018,agg,176,192
51317729363,dfe,125,275
51317774258,bee,299,304
51317781869,dfa,263,127
51317784723,ddf,169,211
51317791071,bdd,42,65
51317797785,bbf,78,156
51317818267,bee,219,243
51317822167,daa,262,24
51317830688,dcd,77,241
51317839921,bbd,234,266
51317844225,adg,80,109
51317845679,dae,30,296
51317850372,cgb,182,190
51317898928,aca,75,39
51317905212,cfe,32,134
51317908582,ade,214,25
51317931555,ffd,144,118
51317934929,gcb,235,116
51317935777,edd,65,229
51317940049,cac,185,143
51317959360,caa,228,139
51317978520,aeb,127,89
51317984364,bde,278,47
51317985754,eef,149,362
51317986302,bfd,179,100
51318019769,adb,183,11
